"","state","horizon","target_end_date","reference_date","target","output_type","output_type_id","value","location"
"995","DE",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.85,31,"10"
"996","DE",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.85,33,"10"
"997","DE",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.9,23,"10"
"998","DE",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.9,31,"10"
"999","DE",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.9,35,"10"
"1000","DE",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.9,37,"10"
"1001","DE",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.95,28,"10"
"1002","DE",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.95,37,"10"
"1003","DE",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.95,42,"10"
"1004","DE",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.95,44,"10"
"1005","DE",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.975,32,"10"
"1006","DE",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.975,42,"10"
"1007","DE",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.975,48,"10"
"1008","DE",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.975,50,"10"
"1009","DE",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.99,37,"10"
"1010","DE",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.99,49,"10"
"1011","DE",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.99,56,"10"
"1012","DE",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.99,58,"10"
"1013","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.01,284,"12"
"1014","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.01,331,"12"
"1015","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.01,373,"12"
"1016","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.01,416,"12"
"1017","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.025,310,"12"
"1018","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.025,361,"12"
"1019","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.025,406,"12"
"1020","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.025,453,"12"
"1021","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.05,332,"12"
"1022","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.05,387,"12"
"1023","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.05,436,"12"
"1024","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.05,486,"12"
"1025","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.1,360,"12"
"1026","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.1,419,"12"
"1027","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.1,472,"12"
"1028","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.1,526,"12"
"1029","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.15,380,"12"
"1030","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.15,442,"12"
"1031","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.15,497,"12"
"1032","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.15,554,"12"
"1033","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.2,396,"12"
"1034","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.2,461,"12"
"1035","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.2,518,"12"
"1036","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.2,577,"12"
"1037","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.25,410,"12"
"1038","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.25,477,"12"
"1039","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.25,537,"12"
"1040","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.25,598,"12"
"1041","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.3,423,"12"
"1042","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.3,492,"12"
"1043","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.3,554,"12"
"1044","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.3,617,"12"
"1045","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.35,435,"12"
"1046","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.35,506,"12"
"1047","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.35,569,"12"
"1048","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.35,634,"12"
"1049","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.4,447,"12"
"1050","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.4,520,"12"
"1051","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.4,585,"12"
"1052","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.4,651,"12"
"1053","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.45,459,"12"
"1054","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.45,534,"12"
"1055","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.45,600,"12"
"1056","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.45,668,"12"
"1057","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.5,471,"12"
"1058","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.5,547,"12"
"1059","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.5,615,"12"
"1060","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.5,685,"12"
"1061","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.55,482,"12"
"1062","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.55,561,"12"
"1063","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.55,631,"12"
"1064","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.55,702,"12"
"1065","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.6,495,"12"
"1066","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.6,575,"12"
"1067","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.6,647,"12"
"1068","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.6,720,"12"
"1069","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.65,508,"12"
"1070","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.65,590,"12"
"1071","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.65,663,"12"
"1072","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.65,739,"12"
"1073","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.7,521,"12"
"1074","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.7,606,"12"
"1075","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.7,681,"12"
"1076","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.7,758,"12"
"1077","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.75,537,"12"
"1078","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.75,624,"12"
"1079","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.75,701,"12"
"1080","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.75,780,"12"
"1081","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.8,554,"12"
"1082","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.8,644,"12"
"1083","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.8,723,"12"
"1084","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.8,805,"12"
"1085","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.85,574,"12"
"1086","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.85,667,"12"
"1087","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.85,750,"12"
"1088","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.85,835,"12"
"1089","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.9,601,"12"
"1090","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.9,698,"12"
"1091","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.9,784,"12"
"1092","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.9,873,"12"
"1093","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.95,641,"12"
"1094","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.95,745,"12"
"1095","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.95,837,"12"
"1096","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.95,932,"12"
"1097","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.975,678,"12"
"1098","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.975,788,"12"
"1099","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.975,885,"12"
"1100","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.975,985,"12"
"1101","FL",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.99,722,"12"
"1102","FL",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.99,839,"12"
"1103","FL",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.99,942,"12"
"1104","FL",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.99,1049,"12"
"1105","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.01,22,"13"
"1106","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.01,28,"13"
"1107","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.01,30,"13"
"1108","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.01,34,"13"
"1109","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.025,25,"13"
"1110","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.025,32,"13"
"1111","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.025,35,"13"
"1112","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.025,39,"13"
"1113","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.05,28,"13"
"1114","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.05,36,"13"
"1115","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.05,39,"13"
"1116","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.05,44,"13"
"1117","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.1,33,"13"
"1118","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.1,41,"13"
"1119","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.1,45,"13"
"1120","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.1,50,"13"
"1121","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.15,36,"13"
"1122","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.15,44,"13"
"1123","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.15,48,"13"
"1124","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.15,54,"13"
"1125","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.2,38,"13"
"1126","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.2,47,"13"
"1127","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.2,52,"13"
"1128","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.2,58,"13"
"1129","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.25,40,"13"
"1130","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.25,50,"13"
"1131","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.25,54,"13"
"1132","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.25,61,"13"
"1133","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.3,42,"13"
"1134","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.3,52,"13"
"1135","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.3,57,"13"
"1136","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.3,64,"13"
"1137","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.35,44,"13"
"1138","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.35,55,"13"
"1139","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.35,60,"13"
"1140","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.35,66,"13"
"1141","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.4,46,"13"
"1142","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.4,57,"13"
"1143","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.4,62,"13"
"1144","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.4,69,"13"
"1145","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.45,48,"13"
"1146","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.45,59,"13"
"1147","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.45,65,"13"
"1148","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.45,72,"13"
"1149","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.5,50,"13"
"1150","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.5,62,"13"
"1151","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.5,67,"13"
"1152","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.5,74,"13"
"1153","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.55,52,"13"
"1154","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.55,64,"13"
"1155","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.55,69,"13"
"1156","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.55,77,"13"
"1157","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.6,54,"13"
"1158","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.6,66,"13"
"1159","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.6,72,"13"
"1160","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.6,80,"13"
"1161","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.65,56,"13"
"1162","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.65,69,"13"
"1163","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.65,75,"13"
"1164","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.65,83,"13"
"1165","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.7,58,"13"
"1166","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.7,72,"13"
"1167","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.7,78,"13"
"1168","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.7,86,"13"
"1169","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.75,60,"13"
"1170","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.75,75,"13"
"1171","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.75,81,"13"
"1172","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.75,90,"13"
"1173","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.8,63,"13"
"1174","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.8,78,"13"
"1175","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.8,85,"13"
"1176","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.8,94,"13"
"1177","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.85,67,"13"
"1178","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.85,82,"13"
"1179","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.85,89,"13"
"1180","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.85,99,"13"
"1181","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.9,71,"13"
"1182","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.9,88,"13"
"1183","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.9,95,"13"
"1184","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.9,105,"13"
"1185","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.95,78,"13"
"1186","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.95,96,"13"
"1187","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.95,104,"13"
"1188","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.95,116,"13"
"1189","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.975,85,"13"
"1190","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.975,104,"13"
"1191","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.975,113,"13"
"1192","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.975,125,"13"
"1193","GA",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.99,92,"13"
"1194","GA",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.99,113,"13"
"1195","GA",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.99,123,"13"
"1196","GA",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.99,136,"13"
"1197","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.01,2,"15"
"1198","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.01,2,"15"
"1199","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.01,3,"15"
"1200","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.01,4,"15"
"1201","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.025,3,"15"
"1202","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.025,3,"15"
"1203","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.025,4,"15"
"1204","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.025,5,"15"
"1205","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.05,4,"15"
"1206","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.05,4,"15"
"1207","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.05,5,"15"
"1208","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.05,6,"15"
"1209","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.1,5,"15"
"1210","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.1,5,"15"
"1211","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.1,7,"15"
"1212","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.1,8,"15"
"1213","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.15,5,"15"
"1214","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.15,6,"15"
"1215","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.15,7,"15"
"1216","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.15,9,"15"
"1217","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.2,6,"15"
"1218","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.2,7,"15"
"1219","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.2,8,"15"
"1220","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.2,9,"15"
"1221","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.25,7,"15"
"1222","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.25,7,"15"
"1223","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.25,9,"15"
"1224","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.25,10,"15"
"1225","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.3,7,"15"
"1226","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.3,8,"15"
"1227","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.3,9,"15"
"1228","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.3,11,"15"
"1229","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.35,8,"15"
"1230","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.35,8,"15"
"1231","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.35,10,"15"
"1232","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.35,11,"15"
"1233","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.4,8,"15"
"1234","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.4,9,"15"
"1235","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.4,11,"15"
"1236","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.4,12,"15"
"1237","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.45,9,"15"
"1238","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.45,9,"15"
"1239","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.45,11,"15"
"1240","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.45,13,"15"
"1241","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.5,9,"15"
"1242","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.5,10,"15"
"1243","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.5,12,"15"
"1244","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.5,13,"15"
"1245","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.55,9,"15"
"1246","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.55,10,"15"
"1247","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.55,12,"15"
"1248","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.55,14,"15"
"1249","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.6,10,"15"
"1250","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.6,11,"15"
"1251","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.6,13,"15"
"1252","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.6,14,"15"
"1253","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.65,10,"15"
"1254","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.65,11,"15"
"1255","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.65,13,"15"
"1256","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.65,15,"15"
"1257","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.7,11,"15"
"1258","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.7,12,"15"
"1259","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.7,14,"15"
"1260","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.7,16,"15"
"1261","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.75,12,"15"
"1262","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.75,13,"15"
"1263","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.75,15,"15"
"1264","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.75,17,"15"
"1265","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.8,12,"15"
"1266","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.8,13,"15"
"1267","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.8,16,"15"
"1268","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.8,18,"15"
"1269","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.85,13,"15"
"1270","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.85,14,"15"
"1271","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.85,17,"15"
"1272","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.85,19,"15"
"1273","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.9,14,"15"
"1274","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.9,15,"15"
"1275","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.9,18,"15"
"1276","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.9,20,"15"
"1277","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.95,16,"15"
"1278","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.95,17,"15"
"1279","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.95,20,"15"
"1280","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.95,22,"15"
"1281","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.975,18,"15"
"1282","HI",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile",0.975,19,"15"
"1283","HI",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile",0.975,22,"15"
"1284","HI",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile",0.975,24,"15"
"1285","HI",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile",0.99,20,"15"
